sample_a,sample_b,pair_type,similarity
杨戴/伤逝__chunk003,杨戴/祝福__chunk004,same,0.840475
杨戴/伤逝__chunk003,杨戴/祝福__chunk005,same,0.881472
杨戴/伤逝__chunk003,杨戴/祝福__chunk006,same,0.848429
杨戴/伤逝__chunk003,杨戴/祝福__chunk007,same,0.830427
杨戴/伤逝__chunk003,杨戴/离婚__chunk001,same,0.782417
杨戴/伤逝__chunk003,杨戴/离婚__chunk002,same,0.851319
杨戴/伤逝__chunk003,杨戴/离婚__chunk003,same,0.868208
杨戴/伤逝__chunk003,杨戴/肥皂__chunk001,same,0.856387
杨戴/伤逝__chunk003,杨戴/肥皂__chunk002,same,0.833355
杨戴/伤逝__chunk003,杨戴/肥皂__chunk003,same,0.814892
杨戴/伤逝__chunk003,杨戴/肥皂__chunk004,same,0.865465
杨戴/伤逝__chunk003,杨戴/药__chunk001,same,0.823710
杨戴/伤逝__chunk003,杨戴/药__chunk002,same,0.798392
杨戴/伤逝__chunk003,杨戴/药__chunk003,same,0.852322
杨戴/伤逝__chunk003,杨戴/铸剑__chunk001,same,0.852604
杨戴/伤逝__chunk003,杨戴/铸剑__chunk002,same,0.829516
杨戴/伤逝__chunk003,杨戴/铸剑__chunk003,same,0.812881
杨戴/伤逝__chunk003,杨戴/铸剑__chunk004,same,0.815416
杨戴/伤逝__chunk003,杨戴/铸剑__chunk005,same,0.834341
杨戴/伤逝__chunk003,杨戴/铸剑__chunk006,same,0.795070
杨戴/伤逝__chunk003,杨戴/铸剑__chunk007,same,0.835909
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk001,same,0.822308
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk002,same,0.774589
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk003,same,0.772512
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk004,same,0.780111
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk005,same,0.797013
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk006,same,0.820250
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk007,same,0.815634
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk008,same,0.776902
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk009,same,0.786305
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk010,same,0.819425
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk011,same,0.792992
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk012,same,0.808240
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk013,same,0.833152
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk014,same,0.756390
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk015,same,0.801780
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk016,same,0.796126
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk017,same,0.800113
杨戴/伤逝__chunk003,杨戴/风波__chunk001,same,0.870856
杨戴/伤逝__chunk003,杨戴/风波__chunk002,same,0.827921
杨戴/伤逝__chunk003,杨戴/风波__chunk003,same,0.856219
杨戴/伤逝__chunk003,蓝/伤逝__chunk001,cross,0.868277
杨戴/伤逝__chunk003,蓝/伤逝__chunk002,cross,0.887023
杨戴/伤逝__chunk003,蓝/伤逝__chunk003,cross,0.907091
杨戴/伤逝__chunk003,蓝/伤逝__chunk004,cross,0.900709
杨戴/伤逝__chunk003,蓝/伤逝__chunk005,cross,0.890315
杨戴/伤逝__chunk003,蓝/伤逝__chunk006,cross,0.895904
杨戴/伤逝__chunk003,蓝/伤逝__chunk007,cross,0.888203
杨戴/伤逝__chunk003,蓝/在酒楼上__chunk001,cross,0.880032
杨戴/伤逝__chunk003,蓝/在酒楼上__chunk002,cross,0.926183
杨戴/伤逝__chunk003,蓝/在酒楼上__chunk003,cross,0.881044
杨戴/伤逝__chunk003,蓝/在酒楼上__chunk004,cross,0.851424
杨戴/伤逝__chunk003,蓝/奔月__chunk001,cross,0.862336
杨戴/伤逝__chunk003,蓝/奔月__chunk002,cross,0.851428
杨戴/伤逝__chunk003,蓝/奔月__chunk003,cross,0.831619
杨戴/伤逝__chunk003,蓝/奔月__chunk004,cross,0.834674
杨戴/伤逝__chunk003,蓝/孤独者__chunk001,cross,0.856364
杨戴/伤逝__chunk003,蓝/孤独者__chunk002,cross,0.840492
杨戴/伤逝__chunk003,蓝/孤独者__chunk003,cross,0.873099
杨戴/伤逝__chunk003,蓝/孤独者__chunk004,cross,0.880664
杨戴/伤逝__chunk003,蓝/孤独者__chunk005,cross,0.867999
杨戴/伤逝__chunk003,蓝/孤独者__chunk006,cross,0.865751
杨戴/伤逝__chunk003,蓝/孤独者__chunk007,cross,0.878108
杨戴/伤逝__chunk003,蓝/孤独者__chunk008,cross,0.806743
杨戴/伤逝__chunk003,蓝/幸福的家庭__chunk001,cross,0.825466
杨戴/伤逝__chunk003,蓝/幸福的家庭__chunk002,cross,0.823712
杨戴/伤逝__chunk003,蓝/幸福的家庭__chunk003,cross,0.752132
杨戴/伤逝__chunk003,蓝/故乡__chunk001,cross,0.889352
杨戴/伤逝__chunk003,蓝/故乡__chunk002,cross,0.880937
杨戴/伤逝__chunk003,蓝/故乡__chunk003,cross,0.832630
杨戴/伤逝__chunk003,蓝/明天__chunk001,cross,0.851104
杨戴/伤逝__chunk003,蓝/明天__chunk002,cross,0.850843
杨戴/伤逝__chunk003,蓝/狂人日记__chunk001,cross,0.861235
杨戴/伤逝__chunk003,蓝/狂人日记__chunk002,cross,0.821175
杨戴/伤逝__chunk003,蓝/狂人日记__chunk003,cross,0.825711
杨戴/伤逝__chunk003,蓝/社戏__chunk001,cross,0.851122
杨戴/伤逝__chunk003,蓝/社戏__chunk002,cross,0.872930
杨戴/伤逝__chunk003,蓝/社戏__chunk003,cross,0.860466
杨戴/伤逝__chunk003,蓝/社戏__chunk004,cross,0.869143
杨戴/伤逝__chunk003,蓝/祝福__chunk001,cross,0.848772
杨戴/伤逝__chunk003,蓝/祝福__chunk002,cross,0.862433
杨戴/伤逝__chunk003,蓝/祝福__chunk003,cross,0.845698
杨戴/伤逝__chunk003,蓝/祝福__chunk004,cross,0.862542
杨戴/伤逝__chunk003,蓝/祝福__chunk005,cross,0.860236
杨戴/伤逝__chunk003,蓝/祝福__chunk006,cross,0.840549
杨戴/伤逝__chunk003,蓝/祝福__chunk007,cross,0.831000
杨戴/伤逝__chunk003,蓝/离婚__chunk001,cross,0.829585
杨戴/伤逝__chunk003,蓝/离婚__chunk002,cross,0.832910
杨戴/伤逝__chunk003,蓝/离婚__chunk003,cross,0.837417
杨戴/伤逝__chunk003,蓝/肥皂__chunk001,cross,0.853169
杨戴/伤逝__chunk003,蓝/肥皂__chunk002,cross,0.859826
杨戴/伤逝__chunk003,蓝/肥皂__chunk003,cross,0.829251
杨戴/伤逝__chunk003,蓝/肥皂__chunk004,cross,0.843850
杨戴/伤逝__chunk003,蓝/药__chunk001,cross,0.807961
杨戴/伤逝__chunk003,蓝/药__chunk002,cross,0.777726
杨戴/伤逝__chunk003,蓝/药__chunk003,cross,0.830630
杨戴/伤逝__chunk003,蓝/铸剑__chunk001,cross,0.841212
杨戴/伤逝__chunk003,蓝/铸剑__chunk002,cross,0.852250
杨戴/伤逝__chunk003,蓝/铸剑__chunk003,cross,0.800694
杨戴/伤逝__chunk003,蓝/铸剑__chunk004,cross,0.825104
杨戴/伤逝__chunk003,蓝/铸剑__chunk005,cross,0.824192
杨戴/伤逝__chunk003,蓝/铸剑__chunk006,cross,0.775233
杨戴/伤逝__chunk003,蓝/铸剑__chunk007,cross,0.797469
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk001,cross,0.799511
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk002,cross,0.785759
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk003,cross,0.730264
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk004,cross,0.783358
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk005,cross,0.763955
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk006,cross,0.790783
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk007,cross,0.799152
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk008,cross,0.803524
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk009,cross,0.785375
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk010,cross,0.794528
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk011,cross,0.812137
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk012,cross,0.795335
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk013,cross,0.816510
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk014,cross,0.823545
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk015,cross,0.802339
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk016,cross,0.798564
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk017,cross,0.780537
杨戴/伤逝__chunk003,蓝/风波__chunk001,cross,0.860193
杨戴/伤逝__chunk003,蓝/风波__chunk002,cross,0.858790
杨戴/伤逝__chunk003,蓝/风波__chunk003,cross,0.819754
杨戴/伤逝__chunk004,杨戴/伤逝__chunk005,same,0.912345
杨戴/伤逝__chunk004,杨戴/伤逝__chunk006,same,0.903505
杨戴/伤逝__chunk004,杨戴/伤逝__chunk007,same,0.914108
杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk001,same,0.841793
杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk002,same,0.872903
杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk003,same,0.903791
杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk004,same,0.883691
杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk005,same,0.828555
杨戴/伤逝__chunk004,杨戴/奔月__chunk001,same,0.809116
杨戴/伤逝__chunk004,杨戴/奔月__chunk002,same,0.819195
杨戴/伤逝__chunk004,杨戴/奔月__chunk003,same,0.762659
杨戴/伤逝__chunk004,杨戴/奔月__chunk004,same,0.788026
杨戴/伤逝__chunk004,杨戴/孤独者__chunk001,same,0.824294
杨戴/伤逝__chunk004,杨戴/孤独者__chunk002,same,0.820336
杨戴/伤逝__chunk004,杨戴/孤独者__chunk003,same,0.850900
杨戴/伤逝__chunk004,杨戴/孤独者__chunk004,same,0.857430
杨戴/伤逝__chunk004,杨戴/孤独者__chunk005,same,0.881226
杨戴/伤逝__chunk004,杨戴/孤独者__chunk006,same,0.838166
杨戴/伤逝__chunk004,杨戴/孤独者__chunk007,same,0.855253
杨戴/伤逝__chunk004,杨戴/孤独者__chunk008,same,0.810518
杨戴/伤逝__chunk004,杨戴/幸福的家庭__chunk001,same,0.769243
杨戴/伤逝__chunk004,杨戴/幸福的家庭__chunk002,same,0.790779
杨戴/伤逝__chunk004,杨戴/幸福的家庭__chunk003,same,0.748915
杨戴/伤逝__chunk004,杨戴/故乡__chunk001,same,0.873470
杨戴/伤逝__chunk004,杨戴/故乡__chunk002,same,0.875873
杨戴/伤逝__chunk004,杨戴/故乡__chunk003,same,0.848474
杨戴/伤逝__chunk004,杨戴/故乡__chunk004,same,0.855864
杨戴/伤逝__chunk004,杨戴/明天__chunk001,same,0.802766
杨戴/伤逝__chunk004,杨戴/明天__chunk002,same,0.806866
杨戴/伤逝__chunk004,杨戴/明天__chunk003,same,0.818045
杨戴/伤逝__chunk004,杨戴/狂人日记__chunk001,same,0.815249
杨戴/伤逝__chunk004,杨戴/狂人日记__chunk002,same,0.833850
杨戴/伤逝__chunk004,杨戴/狂人日记__chunk003,same,0.802988
杨戴/伤逝__chunk004,杨戴/狂人日记__chunk004,same,0.853075
杨戴/伤逝__chunk004,杨戴/社戏__chunk001,same,0.881762
杨戴/伤逝__chunk004,杨戴/社戏__chunk002,same,0.894732
杨戴/伤逝__chunk004,杨戴/社戏__chunk003,same,0.825069
杨戴/伤逝__chunk004,杨戴/社戏__chunk004,same,0.856853
杨戴/伤逝__chunk004,杨戴/祝福__chunk001,same,0.821666
杨戴/伤逝__chunk004,杨戴/祝福__chunk002,same,0.883674
杨戴/伤逝__chunk004,杨戴/祝福__chunk003,same,0.814581
杨戴/伤逝__chunk004,杨戴/祝福__chunk004,same,0.822645
杨戴/伤逝__chunk004,杨戴/祝福__chunk005,same,0.864433
杨戴/伤逝__chunk004,杨戴/祝福__chunk006,same,0.810032
杨戴/伤逝__chunk004,杨戴/祝福__chunk007,same,0.800284
杨戴/伤逝__chunk004,杨戴/离婚__chunk001,same,0.777688
杨戴/伤逝__chunk004,杨戴/离婚__chunk002,same,0.832497
杨戴/伤逝__chunk004,杨戴/离婚__chunk003,same,0.862232
杨戴/伤逝__chunk004,杨戴/肥皂__chunk001,same,0.807711
杨戴/伤逝__chunk004,杨戴/肥皂__chunk002,same,0.848166
杨戴/伤逝__chunk004,杨戴/肥皂__chunk003,same,0.782677
杨戴/伤逝__chunk004,杨戴/肥皂__chunk004,same,0.785799
杨戴/伤逝__chunk004,杨戴/药__chunk001,same,0.789516
杨戴/伤逝__chunk004,杨戴/药__chunk002,same,0.775946
杨戴/伤逝__chunk004,杨戴/药__chunk003,same,0.800937
杨戴/伤逝__chunk004,杨戴/铸剑__chunk001,same,0.798442
杨戴/伤逝__chunk004,杨戴/铸剑__chunk002,same,0.762594
杨戴/伤逝__chunk004,杨戴/铸剑__chunk003,same,0.752260
杨戴/伤逝__chunk004,杨戴/铸剑__chunk004,same,0.743503
杨戴/伤逝__chunk004,杨戴/铸剑__chunk005,same,0.787579
杨戴/伤逝__chunk004,杨戴/铸剑__chunk006,same,0.727275
杨戴/伤逝__chunk004,杨戴/铸剑__chunk007,same,0.792789
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk001,same,0.784958
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk002,same,0.759020
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk003,same,0.749505
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk004,same,0.769005
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk005,same,0.762726
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk006,same,0.777713
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk007,same,0.774969
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk008,same,0.760633
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk009,same,0.774726
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk010,same,0.785868
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk011,same,0.788337
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk012,same,0.788755
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk013,same,0.787999
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk014,same,0.748594
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk015,same,0.783813
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk016,same,0.785690
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk017,same,0.799146
杨戴/伤逝__chunk004,杨戴/风波__chunk001,same,0.814800
杨戴/伤逝__chunk004,杨戴/风波__chunk002,same,0.827450
杨戴/伤逝__chunk004,杨戴/风波__chunk003,same,0.830211
杨戴/伤逝__chunk004,蓝/伤逝__chunk001,cross,0.800129
杨戴/伤逝__chunk004,蓝/伤逝__chunk002,cross,0.881933
杨戴/伤逝__chunk004,蓝/伤逝__chunk003,cross,0.874168
杨戴/伤逝__chunk004,蓝/伤逝__chunk004,cross,0.914598
杨戴/伤逝__chunk004,蓝/伤逝__chunk005,cross,0.867568
杨戴/伤逝__chunk004,蓝/伤逝__chunk006,cross,0.844901
杨戴/伤逝__chunk004,蓝/伤逝__chunk007,cross,0.841635
杨戴/伤逝__chunk004,蓝/在酒楼上__chunk001,cross,0.832174
杨戴/伤逝__chunk004,蓝/在酒楼上__chunk002,cross,0.888786
杨戴/伤逝__chunk004,蓝/在酒楼上__chunk003,cross,0.884256
杨戴/伤逝__chunk004,蓝/在酒楼上__chunk004,cross,0.888240
杨戴/伤逝__chunk004,蓝/奔月__chunk001,cross,0.775104
杨戴/伤逝__chunk004,蓝/奔月__chunk002,cross,0.811116
杨戴/伤逝__chunk004,蓝/奔月__chunk003,cross,0.787355
杨戴/伤逝__chunk004,蓝/奔月__chunk004,cross,0.744475
杨戴/伤逝__chunk004,蓝/孤独者__chunk001,cross,0.829367
杨戴/伤逝__chunk004,蓝/孤独者__chunk002,cross,0.795931
杨戴/伤逝__chunk004,蓝/孤独者__chunk003,cross,0.846712
杨戴/伤逝__chunk004,蓝/孤独者__chunk004,cross,0.829645
杨戴/伤逝__chunk004,蓝/孤独者__chunk005,cross,0.864796
杨戴/伤逝__chunk004,蓝/孤独者__chunk006,cross,0.857110
杨戴/伤逝__chunk004,蓝/孤独者__chunk007,cross,0.803702
杨戴/伤逝__chunk004,蓝/孤独者__chunk008,cross,0.802302
杨戴/伤逝__chunk004,蓝/幸福的家庭__chunk001,cross,0.757180
杨戴/伤逝__chunk004,蓝/幸福的家庭__chunk002,cross,0.763399
杨戴/伤逝__chunk004,蓝/幸福的家庭__chunk003,cross,0.697377
杨戴/伤逝__chunk004,蓝/故乡__chunk001,cross,0.842892
杨戴/伤逝__chunk004,蓝/故乡__chunk002,cross,0.853215
杨戴/伤逝__chunk004,蓝/故乡__chunk003,cross,0.825449
杨戴/伤逝__chunk004,蓝/明天__chunk001,cross,0.802828
杨戴/伤逝__chunk004,蓝/明天__chunk002,cross,0.790427
杨戴/伤逝__chunk004,蓝/狂人日记__chunk001,cross,0.809471
杨戴/伤逝__chunk004,蓝/狂人日记__chunk002,cross,0.790831
杨戴/伤逝__chunk004,蓝/狂人日记__chunk003,cross,0.812716
杨戴/伤逝__chunk004,蓝/社戏__chunk001,cross,0.809437
杨戴/伤逝__chunk004,蓝/社戏__chunk002,cross,0.828557
杨戴/伤逝__chunk004,蓝/社戏__chunk003,cross,0.799007
杨戴/伤逝__chunk004,蓝/社戏__chunk004,cross,0.813900
杨戴/伤逝__chunk004,蓝/祝福__chunk001,cross,0.791516
杨戴/伤逝__chunk004,蓝/祝福__chunk002,cross,0.854064
杨戴/伤逝__chunk004,蓝/祝福__chunk003,cross,0.804729
杨戴/伤逝__chunk004,蓝/祝福__chunk004,cross,0.823541
杨戴/伤逝__chunk004,蓝/祝福__chunk005,cross,0.850877
杨戴/伤逝__chunk004,蓝/祝福__chunk006,cross,0.804265
杨戴/伤逝__chunk004,蓝/祝福__chunk007,cross,0.760416
杨戴/伤逝__chunk004,蓝/离婚__chunk001,cross,0.778265
杨戴/伤逝__chunk004,蓝/离婚__chunk002,cross,0.774154
杨戴/伤逝__chunk004,蓝/离婚__chunk003,cross,0.828470
杨戴/伤逝__chunk004,蓝/肥皂__chunk001,cross,0.792364
杨戴/伤逝__chunk004,蓝/肥皂__chunk002,cross,0.830833
杨戴/伤逝__chunk004,蓝/肥皂__chunk003,cross,0.771164
杨戴/伤逝__chunk004,蓝/肥皂__chunk004,cross,0.752385
杨戴/伤逝__chunk004,蓝/药__chunk001,cross,0.728960
杨戴/伤逝__chunk004,蓝/药__chunk002,cross,0.750410
杨戴/伤逝__chunk004,蓝/药__chunk003,cross,0.752759
杨戴/伤逝__chunk004,蓝/铸剑__chunk001,cross,0.782462
杨戴/伤逝__chunk004,蓝/铸剑__chunk002,cross,0.779403
杨戴/伤逝__chunk004,蓝/铸剑__chunk003,cross,0.724743
杨戴/伤逝__chunk004,蓝/铸剑__chunk004,cross,0.747487
杨戴/伤逝__chunk004,蓝/铸剑__chunk005,cross,0.738136
杨戴/伤逝__chunk004,蓝/铸剑__chunk006,cross,0.702626
杨戴/伤逝__chunk004,蓝/铸剑__chunk007,cross,0.755438
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk001,cross,0.729310
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk002,cross,0.750288
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk003,cross,0.702755
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk004,cross,0.769728
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk005,cross,0.721034
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk006,cross,0.748343
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk007,cross,0.734890
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk008,cross,0.768068
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk009,cross,0.721389
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk010,cross,0.742818
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk011,cross,0.747755
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk012,cross,0.760175
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk013,cross,0.775764
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk014,cross,0.762019
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk015,cross,0.755694
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk016,cross,0.780463
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk017,cross,0.725181
杨戴/伤逝__chunk004,蓝/风波__chunk001,cross,0.772548
杨戴/伤逝__chunk004,蓝/风波__chunk002,cross,0.791171
杨戴/伤逝__chunk004,蓝/风波__chunk003,cross,0.757966
杨戴/伤逝__chunk005,杨戴/伤逝__chunk006,same,0.932868
杨戴/伤逝__chunk005,杨戴/伤逝__chunk007,same,0.906609
杨戴/伤逝__chunk005,杨戴/在酒楼上__chunk001,same,0.886519
杨戴/伤逝__chunk005,杨戴/在酒楼上__chunk002,same,0.870198
杨戴/伤逝__chunk005,杨戴/在酒楼上__chunk003,same,0.875005
杨戴/伤逝__chunk005,杨戴/在酒楼上__chunk004,same,0.887711
杨戴/伤逝__chunk005,杨戴/在酒楼上__chunk005,same,0.850667
杨戴/伤逝__chunk005,杨戴/奔月__chunk001,same,0.839555
杨戴/伤逝__chunk005,杨戴/奔月__chunk002,same,0.823495
杨戴/伤逝__chunk005,杨戴/奔月__chunk003,same,0.788528
杨戴/伤逝__chunk005,杨戴/奔月__chunk004,same,0.816046
杨戴/伤逝__chunk005,杨戴/孤独者__chunk001,same,0.857509
杨戴/伤逝__chunk005,杨戴/孤独者__chunk002,same,0.839035
杨戴/伤逝__chunk005,杨戴/孤独者__chunk003,same,0.857613
杨戴/伤逝__chunk005,杨戴/孤独者__chunk004,same,0.831939
杨戴/伤逝__chunk005,杨戴/孤独者__chunk005,same,0.895951
杨戴/伤逝__chunk005,杨戴/孤独者__chunk006,same,0.850853
杨戴/伤逝__chunk005,杨戴/孤独者__chunk007,same,0.861854
杨戴/伤逝__chunk005,杨戴/孤独者__chunk008,same,0.815888
杨戴/伤逝__chunk005,杨戴/幸福的家庭__chunk001,same,0.792418
杨戴/伤逝__chunk005,杨戴/幸福的家庭__chunk002,same,0.783547
杨戴/伤逝__chunk005,杨戴/幸福的家庭__chunk003,same,0.782077
杨戴/伤逝__chunk005,杨戴/故乡__chunk001,same,0.879480
杨戴/伤逝__chunk005,杨戴/故乡__chunk002,same,0.892345
杨戴/伤逝__chunk005,杨戴/故乡__chunk003,same,0.808451
杨戴/伤逝__chunk005,杨戴/故乡__chunk004,same,0.881893
杨戴/伤逝__chunk005,杨戴/明天__chunk001,same,0.832155
杨戴/伤逝__chunk005,杨戴/明天__chunk002,same,0.810862
杨戴/伤逝__chunk005,杨戴/明天__chunk003,same,0.824330
杨戴/伤逝__chunk005,杨戴/狂人日记__chunk001,same,0.837008
杨戴/伤逝__chunk005,杨戴/狂人日记__chunk002,same,0.835968
杨戴/伤逝__chunk005,杨戴/狂人日记__chunk003,same,0.819051
杨戴/伤逝__chunk005,杨戴/狂人日记__chunk004,same,0.836412
杨戴/伤逝__chunk005,杨戴/社戏__chunk001,same,0.900213
杨戴/伤逝__chunk005,杨戴/社戏__chunk002,same,0.873001
杨戴/伤逝__chunk005,杨戴/社戏__chunk003,same,0.853379
杨戴/伤逝__chunk005,杨戴/社戏__chunk004,same,0.859021
杨戴/伤逝__chunk005,杨戴/祝福__chunk001,same,0.866598
杨戴/伤逝__chunk005,杨戴/祝福__chunk002,same,0.883310
杨戴/伤逝__chunk005,杨戴/祝福__chunk003,same,0.839077
杨戴/伤逝__chunk005,杨戴/祝福__chunk004,same,0.828036
杨戴/伤逝__chunk005,杨戴/祝福__chunk005,same,0.866973
杨戴/伤逝__chunk005,杨戴/祝福__chunk006,same,0.842752
杨戴/伤逝__chunk005,杨戴/祝福__chunk007,same,0.835374
杨戴/伤逝__chunk005,杨戴/离婚__chunk001,same,0.787608
杨戴/伤逝__chunk005,杨戴/离婚__chunk002,same,0.835452
杨戴/伤逝__chunk005,杨戴/离婚__chunk003,same,0.868073
杨戴/伤逝__chunk005,杨戴/肥皂__chunk001,same,0.834243
杨戴/伤逝__chunk005,杨戴/肥皂__chunk002,same,0.826265
杨戴/伤逝__chunk005,杨戴/肥皂__chunk003,same,0.792696
杨戴/伤逝__chunk005,杨戴/肥皂__chunk004,same,0.831209
杨戴/伤逝__chunk005,杨戴/药__chunk001,same,0.802097
